schema_version,sku,label,category,unit,min_stock,published_at,line_number,rejection_reason
1.0,SKU-00198,Le confort de changer à la pointe,OTHER,BOX,21,2024-01-01T00:00:00,200,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00199,L'avantage d'évoluer plus facilement,CLOTHING,L,11,2024-01-16T00:00:00,201,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00200,Le plaisir d'atteindre vos buts sans soucis,ELEC,L,16,2024-01-11T00:00:00,202,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00201,La liberté d'innover naturellement,TOOLS,L,35,2024-01-01T00:00:00,203,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00202,La liberté de rouler de manière sûre,OTHER,KG,5,2024-01-08T00:00:00,204,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00203,L'assurance d'évoluer plus rapidement,CLOTHING,BOX,35,2024-01-25T00:00:00,205,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00204,L'art d'innover à l'état pur,ELEC,BOX,41,2024-01-23T00:00:00,206,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00205,Le plaisir de changer autrement,CLOTHING,BOX,50,2024-01-01T00:00:00,207,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00206,L'avantage d'innover à sa source,FOOD,L,14,2024-01-13T00:00:00,208,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00207,L'avantage de rouler sans soucis,ELEC,L,42,2024-01-19T00:00:00,209,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00208,L'assurance de changer sans soucis,TOOLS,BOX,35,2024-01-17T00:00:00,210,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00209,La liberté d'évoluer à l'état pur,TOOLS,BOX,47,2024-01-18T00:00:00,211,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00210,La liberté de rouler en toute tranquilité,TOOLS,L,44,2024-01-15T00:00:00,212,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00211,Le plaisir d'innover avant-tout,TOOLS,L,16,2024-01-08T00:00:00,213,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00212,Le confort de changer plus facilement,FOOD,KG,20,2024-01-04T00:00:00,214,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00213,L'assurance de concrétiser vos projets de manière sûre,OTHER,KG,12,2024-01-07T00:00:00,215,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00214,L'art d'avancer naturellement,CLOTHING,L,46,2024-01-19T00:00:00,216,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00215,La possibilité de louer plus rapidement,OTHER,L,6,2024-01-27T00:00:00,217,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00216,Le droit de louer à l'état pur,ELEC,L,14,2024-01-12T00:00:00,218,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00217,Le plaisir de changer naturellement,ELEC,L,0,2024-01-23T00:00:00,219,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00218,L'avantage de louer sans soucis,OTHER,KG,17,2024-01-02T00:00:00,220,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00219,La liberté d'avancer à l'état pur,FOOD,L,44,2024-01-31T00:00:00,221,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00220,L'assurance d'atteindre vos buts plus rapidement,ELEC,BOX,6,2024-01-28T00:00:00,222,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00221,Le pouvoir de concrétiser vos projets avant-tout,FOOD,L,30,2024-01-16T00:00:00,223,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00222,L'avantage d'évoluer autrement,CLOTHING,L,11,2024-01-31T00:00:00,224,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00223,Le droit d'atteindre vos buts en toute tranquilité,FOOD,L,30,2024-01-04T00:00:00,225,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00224,L'art de changer naturellement,FOOD,BOX,31,2024-01-03T00:00:00,226,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00225,La possibilité de louer de manière efficace,OTHER,PCS,9,2024-01-05T00:00:00,227,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00226,L'assurance de changer plus rapidement,OTHER,L,5,2024-01-08T00:00:00,228,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00227,Le plaisir de changer à l'état pur,FOOD,BOX,38,2024-01-20T00:00:00,229,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00228,L'avantage de changer plus rapidement,OTHER,KG,49,2024-01-17T00:00:00,230,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00229,L'art d'évoluer de manière sûre,CLOTHING,BOX,28,2024-01-10T00:00:00,231,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00230,L'assurance d'évoluer plus facilement,OTHER,BOX,19,2024-01-19T00:00:00,232,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00231,Le confort d'avancer à l'état pur,OTHER,PCS,39,2024-01-31T00:00:00,233,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00232,Le confort de rouler avant-tout,FOOD,KG,40,2024-01-07T00:00:00,234,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00233,L'avantage de louer de manière efficace,TOOLS,PCS,10,2024-01-08T00:00:00,235,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00234,L'assurance de rouler plus facilement,ELEC,PCS,10,2024-01-01T00:00:00,236,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00235,La possibilité d'avancer à sa source,CLOTHING,BOX,44,2024-01-20T00:00:00,237,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00236,Le droit de concrétiser vos projets de manière sûre,CLOTHING,L,2,2024-01-08T00:00:00,238,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00237,La possibilité d'avancer naturellement,TOOLS,L,44,2024-01-28T00:00:00,239,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00238,L'avantage de rouler à sa source,CLOTHING,PCS,43,2024-01-08T00:00:00,240,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00239,Le droit de rouler de manière efficace,TOOLS,KG,27,2024-01-04T00:00:00,241,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00240,Le pouvoir d'atteindre vos buts à l'état pur,OTHER,KG,41,2024-01-05T00:00:00,242,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00241,Le droit de concrétiser vos projets plus rapidement,TOOLS,KG,4,2024-01-02T00:00:00,243,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00242,L'art d'évoluer plus rapidement,ELEC,L,38,2024-01-24T00:00:00,244,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00243,L'assurance de louer autrement,OTHER,L,28,2024-01-04T00:00:00,245,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00244,Le droit d'atteindre vos buts plus rapidement,CLOTHING,L,44,2024-01-13T00:00:00,246,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00245,La liberté de changer autrement,TOOLS,BOX,28,2024-01-03T00:00:00,247,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00246,Le pouvoir d'atteindre vos buts à sa source,OTHER,PCS,27,2024-01-24T00:00:00,248,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00247,L'art d'atteindre vos buts avant-tout,TOOLS,L,1,2024-01-03T00:00:00,249,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00248,L'art d'évoluer à l'état pur,ELEC,PCS,48,2024-01-22T00:00:00,250,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00249,Le plaisir d'atteindre vos buts plus rapidement,TOOLS,PCS,48,2024-01-25T00:00:00,251,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00250,Le confort de rouler sans soucis,ELEC,BOX,33,2024-01-21T00:00:00,252,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00251,La liberté d'avancer autrement,CLOTHING,L,11,2024-01-19T00:00:00,253,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00252,L'assurance d'innover avant-tout,CLOTHING,BOX,5,2024-01-16T00:00:00,254,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00253,L'avantage de changer plus facilement,TOOLS,BOX,21,2024-01-11T00:00:00,255,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00254,Le plaisir d'innover sans soucis,FOOD,KG,21,2024-01-14T00:00:00,256,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00255,Le pouvoir de rouler sans soucis,CLOTHING,L,42,2024-01-31T00:00:00,257,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00256,L'art de louer de manière efficace,CLOTHING,PCS,29,2024-01-03T00:00:00,258,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00257,Le confort d'atteindre vos buts plus rapidement,TOOLS,L,20,2024-01-04T00:00:00,259,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00258,La liberté de rouler plus rapidement,CLOTHING,PCS,42,2024-01-28T00:00:00,260,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00259,Le pouvoir d'atteindre vos buts naturellement,OTHER,BOX,26,2024-01-02T00:00:00,261,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00260,Le confort de louer en toute tranquilité,ELEC,L,39,2024-01-25T00:00:00,262,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00261,L'avantage d'avancer de manière efficace,CLOTHING,BOX,48,2024-01-02T00:00:00,263,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00262,Le confort de rouler à l'état pur,ELEC,L,35,2024-01-05T00:00:00,264,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00263,L'assurance de concrétiser vos projets à l'état pur,TOOLS,BOX,44,2024-01-16T00:00:00,265,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00264,Le droit de concrétiser vos projets autrement,FOOD,PCS,40,2024-01-20T00:00:00,266,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00265,Le plaisir d'innover à l'état pur,ELEC,KG,19,2024-01-18T00:00:00,267,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00266,La possibilité d'innover de manière efficace,FOOD,BOX,5,2024-01-08T00:00:00,268,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00267,Le pouvoir de rouler de manière efficace,FOOD,BOX,7,2024-01-21T00:00:00,269,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00268,L'assurance de changer de manière sûre,ELEC,BOX,45,2024-01-10T00:00:00,270,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00269,L'assurance d'innover avant-tout,OTHER,L,26,2024-01-27T00:00:00,271,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00270,Le confort d'évoluer autrement,CLOTHING,BOX,15,2024-01-15T00:00:00,272,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00271,La possibilité de louer plus rapidement,OTHER,KG,24,2024-01-07T00:00:00,273,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00272,Le plaisir de louer sans soucis,OTHER,KG,4,2024-01-09T00:00:00,274,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00273,L'avantage d'atteindre vos buts à sa source,CLOTHING,L,50,2024-01-17T00:00:00,275,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00274,L'assurance d'avancer autrement,TOOLS,PCS,18,2024-01-24T00:00:00,276,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00275,L'art d'évoluer de manière sûre,TOOLS,BOX,9,2024-01-15T00:00:00,277,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00276,L'art d'avancer autrement,OTHER,BOX,22,2024-01-11T00:00:00,278,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00277,La possibilité d'avancer autrement,OTHER,BOX,29,2024-01-30T00:00:00,279,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00278,L'art de changer avant-tout,TOOLS,KG,44,2024-01-08T00:00:00,280,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00279,Le plaisir d'avancer à la pointe,OTHER,BOX,14,2024-01-28T00:00:00,281,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00280,L'art de louer à sa source,CLOTHING,PCS,20,2024-01-24T00:00:00,282,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00281,La liberté d'avancer plus facilement,CLOTHING,BOX,24,2024-01-22T00:00:00,283,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00282,Le droit de concrétiser vos projets à l'état pur,ELEC,BOX,2,2024-01-05T00:00:00,284,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00283,La liberté de louer plus facilement,OTHER,L,6,2024-01-28T00:00:00,285,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00284,Le plaisir de concrétiser vos projets naturellement,CLOTHING,PCS,33,2024-01-30T00:00:00,286,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00285,L'assurance de rouler avant-tout,CLOTHING,PCS,46,2024-01-05T00:00:00,287,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00286,L'assurance de concrétiser vos projets naturellement,CLOTHING,KG,4,2024-01-16T00:00:00,288,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00287,Le plaisir d'avancer sans soucis,TOOLS,L,39,2024-01-23T00:00:00,289,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00288,Le droit de rouler naturellement,CLOTHING,PCS,21,2024-01-28T00:00:00,290,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00289,L'art de concrétiser vos projets à la pointe,OTHER,BOX,20,2024-01-21T00:00:00,291,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00290,Le plaisir d'évoluer de manière efficace,CLOTHING,PCS,39,2024-01-03T00:00:00,292,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00291,Le droit de concrétiser vos projets à la pointe,ELEC,L,14,2024-01-24T00:00:00,293,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00292,L'art de louer en toute tranquilité,FOOD,BOX,6,2024-01-25T00:00:00,294,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00293,Le pouvoir de louer à l'état pur,FOOD,BOX,10,2024-01-23T00:00:00,295,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00294,La liberté de louer plus rapidement,TOOLS,PCS,2,2024-01-11T00:00:00,296,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00295,Le plaisir d'atteindre vos buts en toute tranquilité,FOOD,L,22,2024-01-12T00:00:00,297,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00296,La liberté d'évoluer avant-tout,CLOTHING,KG,15,2024-01-17T00:00:00,298,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
